age,income,education_years,hours_per_week,experience_years,credit_score,owns_house,owns_car,num_dependents,city_tier,loan_approved
54,101159,5,54,33,543,1,0,1,3,1
26,87914,12,31,28,804,1,0,5,1,1
41,70357,1,29,35,721,1,0,3,1,1
52,106908,14,56,6,481,1,1,3,3,1
66,130335,14,72,29,494,0,1,2,3,1
52,58437,12,25,16,352,0,0,1,2,0
65,55503,13,22,12,478,1,0,5,2,0
53,116282,6,43,23,592,0,1,1,3,0
35,113459,13,19,30,674,0,0,5,2,1
66,95403,9,57,26,358,0,1,1,2,0
56,61258,16,42,20,353,1,1,2,1,1
49,53724,13,52,0,544,1,1,5,2,0
41,84286,7,56,14,448,1,1,1,2,1
40,94842,3,76,2,667,0,1,4,1,0
49,124927,15,32,5,315,1,1,3,3,1
54,34908,12,20,13,475,1,1,3,2,0
29,112617,19,20,37,839,0,1,5,2,1
66,70626,17,39,32,705,1,0,3,3,0
30,57228,13,21,37,766,1,0,3,2,0
40,43386,17,77,7,428,1,0,4,3,0
42,66754,4,56,25,522,0,0,0,1,0
52,130942,8,16,14,543,1,1,1,3,1
58,48302,2,52,13,725,0,0,5,3,0
47,80815,7,26,19,653,0,0,3,3,0
34,141084,19,53,18,625,0,1,1,1,1
66,104748,9,56,32,302,0,0,1,3,0
37,83344,18,5,35,778,0,0,4,3,0
65,55618,2,70,23,380,0,0,1,1,1
42,131603,10,68,9,343,1,0,3,2,0
39,96234,10,12,33,454,1,1,5,2,1
30,81114,16,29,35,835,0,0,1,3,0
36,137652,15,70,35,398,0,0,4,1,1
66,90130,6,77,15,696,1,0,5,1,1
53,45525,3,77,14,470,1,0,5,3,0
29,99818,18,74,17,447,1,1,5,3,1
58,134589,11,55,6,422,0,1,3,2,0
36,34334,14,57,21,411,0,0,4,2,0
29,114715,10,19,31,429,1,1,2,3,1
26,82767,4,54,18,367,0,1,0,1,0
24,26644,4,75,39,844,0,1,1,3,0
45,121154,14,79,0,585,0,1,1,1,1
31,133237,17,42,34,304,0,0,1,2,1
48,52933,10,44,4,417,1,1,2,3,1
69,146366,11,70,11,529,0,0,5,1,1
36,63469,1,43,11,459,0,0,5,2,0
64,53687,19,78,20,593,0,0,0,3,0
33,126609,14,21,18,485,0,0,4,3,0
22,72656,19,11,8,523,1,0,2,2,0
52,37375,3,43,35,451,0,0,2,3,0
29,134019,17,72,31,439,0,0,3,2,1
42,140735,5,39,34,666,1,0,5,1,1
69,85206,18,55,30,427,0,0,2,3,0
38,116462,10,51,31,650,0,0,2,2,0
53,56607,1,40,36,446,0,1,1,2,0
40,103178,7,68,31,584,0,1,5,1,1
33,43993,10,17,36,768,1,1,3,3,0
56,64386,4,22,38,517,1,0,4,2,0
62,143394,17,25,37,735,1,0,0,2,1
59,66287,17,69,29,444,0,0,4,2,0
56,106724,13,12,31,576,0,0,3,3,0
31,118132,9,52,1,359,1,0,1,3,0
48,113308,2,47,10,674,1,1,0,1,1
22,116393,8,57,19,703,0,1,4,1,0
52,147314,2,31,36,413,0,0,5,1,1
40,96312,10,23,8,794,0,0,5,3,0
46,118371,11,27,37,635,0,1,0,2,1
60,95324,11,54,18,584,0,1,0,3,0
28,91196,2,55,39,428,0,1,0,3,0
35,90014,6,47,6,614,0,0,2,3,0
64,28210,13,55,4,370,0,0,3,1,0
29,30922,10,73,23,644,0,0,5,2,0
26,56289,6,45,6,397,0,0,5,3,0
27,149097,9,76,10,599,1,1,3,1,1
61,53340,10,15,8,475,0,1,1,3,0
34,59850,14,56,29,374,0,0,5,2,0
55,76984,18,27,2,442,0,1,4,1,1
24,123699,15,53,21,322,1,0,1,3,0
63,133711,19,42,39,480,0,1,4,1,1
30,104178,11,51,19,344,1,0,0,2,0
57,31094,17,76,31,768,0,1,5,2,0
59,107959,12,11,6,391,1,1,4,1,0
26,53418,4,70,6,568,1,1,4,3,0
67,25741,3,66,19,333,0,0,0,2,0
44,131585,13,33,24,663,1,1,1,2,1
19,92374,7,42,34,432,1,0,4,3,1
22,137275,8,37,23,681,0,0,5,1,0
46,142564,18,33,39,576,0,1,1,1,1
54,88798,2,27,12,455,0,0,1,3,0
55,136026,4,7,38,686,0,0,3,2,0
36,90532,17,49,3,834,0,0,5,2,0
25,130130,0,12,11,499,0,0,5,3,0
65,42164,7,33,16,574,1,1,0,3,0
62,55595,18,6,0,800,1,0,0,1,0
18,50257,16,54,16,758,0,1,2,1,0
39,34211,16,69,1,349,0,0,5,3,0
69,115989,10,24,5,831,0,0,1,2,0
34,25232,1,56,10,391,0,0,2,1,0
24,87753,5,41,17,755,1,0,5,3,1
42,72691,13,76,39,638,1,0,0,2,1
62,109765,2,31,24,352,0,0,0,1,0
21,99768,11,51,38,795,1,0,5,3,0
53,45613,3,10,27,303,1,0,2,3,0
23,34026,11,64,15,580,0,0,0,2,0
48,73535,12,49,11,589,0,1,0,2,0
36,114090,1,48,28,372,1,1,3,3,1
61,50908,1,22,22,436,0,0,4,2,0
56,72113,14,69,20,692,0,0,5,3,0
44,39610,16,29,15,507,0,0,3,2,0
27,66646,6,31,25,559,1,1,4,2,0
43,125141,13,11,36,562,1,1,5,1,1
36,83185,11,48,21,804,1,1,3,1,0
56,92567,16,33,9,849,1,0,3,2,0
20,67574,13,48,6,502,0,0,5,3,0
62,143978,5,40,8,646,0,1,1,2,1
30,145204,18,23,24,351,1,0,2,1,1
67,111051,5,10,14,655,1,0,5,3,1
45,122020,17,29,12,818,0,1,3,2,0
37,56182,4,35,25,662,1,0,1,2,0
45,136136,5,13,20,344,1,1,3,2,1
25,20570,1,78,22,677,1,1,2,2,0
58,117790,7,41,27,711,1,0,1,1,1
56,39288,14,31,37,441,1,1,5,1,0
18,98824,14,17,11,557,1,0,4,1,1
20,49877,10,45,23,336,1,1,2,1,1
30,104425,0,70,12,344,0,0,0,3,0
45,20917,17,28,39,345,0,0,5,3,0
66,95602,11,48,1,600,0,0,5,3,1
42,115040,11,64,38,587,1,0,5,2,1
50,84575,10,13,11,568,0,1,1,3,1
55,92518,7,6,38,361,0,1,0,1,1
23,142115,6,60,13,541,0,0,1,1,1
61,59104,1,34,29,653,0,0,4,2,0
62,38062,10,26,18,370,1,0,1,3,0
49,36999,9,79,30,712,0,1,5,2,0
62,81845,2,17,24,360,0,1,3,2,0
64,29941,19,75,3,751,0,0,0,3,0
38,81169,9,20,12,692,0,1,0,2,1
33,43470,17,49,35,828,1,0,1,3,0
38,149744,13,69,36,604,1,1,3,3,0
28,130684,17,15,2,490,0,0,3,2,0
54,79821,7,74,15,377,0,0,1,1,0
53,106669,9,24,25,824,0,0,2,3,0
52,138193,12,67,39,600,0,1,4,1,0
36,64435,7,16,38,316,1,0,1,1,0
37,24529,3,66,18,733,1,1,5,3,0
35,103055,3,46,14,342,0,1,3,1,1
64,32192,4,73,31,367,1,0,4,2,0
58,94102,0,62,20,679,1,0,1,2,0
66,92762,16,9,0,511,0,0,4,1,0
31,123466,1,31,5,502,0,1,2,2,0
32,134894,7,32,26,408,1,1,3,3,1
48,106795,6,30,22,583,1,1,2,3,1
18,54087,14,53,30,524,1,1,2,1,0
20,86677,4,25,11,417,0,1,3,2,1
33,24627,1,5,20,639,0,1,5,1,0
40,76541,6,62,1,580,0,1,2,2,0
28,132805,7,59,4,790,0,0,1,3,0
29,88226,6,30,8,318,1,0,1,2,0
27,125627,6,29,19,474,0,0,4,2,1
49,23255,13,37,17,768,1,1,1,1,0
33,77433,17,76,21,441,1,0,1,3,1
25,25213,5,73,7,762,1,1,4,2,0
55,122412,3,10,33,597,1,1,0,3,0
29,39404,9,27,8,769,0,1,3,2,0
41,136545,17,34,6,672,1,1,1,3,1
45,45380,11,58,29,767,1,0,4,2,0
25,111056,15,15,17,737,0,1,2,3,1
45,39173,6,35,26,742,1,0,2,2,0
53,148833,5,10,15,755,0,1,5,3,1
43,73027,4,15,20,547,0,0,1,2,1
25,43989,2,16,4,441,0,1,3,2,0
67,128106,11,70,28,701,0,1,4,3,1
45,44519,14,57,36,521,1,0,5,1,0
45,145803,9,40,21,483,0,0,5,2,1
54,42439,19,21,13,663,1,0,4,2,0
58,138570,18,32,18,487,1,1,4,1,1
53,96949,15,26,34,412,0,1,4,2,0
44,34995,10,11,23,480,1,1,4,3,0
34,43559,7,19,5,498,1,0,3,1,0
26,148028,2,15,2,369,1,0,4,2,1
50,130887,6,28,33,784,0,0,3,3,1
37,109049,6,71,1,698,1,1,3,3,1
30,25021,13,34,14,309,0,1,3,1,0
45,118000,1,74,36,302,0,0,2,1,1
65,41119,9,70,14,777,0,1,0,1,1
46,71539,18,65,31,366,1,1,5,3,0
30,114835,8,45,20,396,1,1,1,2,0
63,59350,15,55,16,830,1,0,2,3,0
52,66223,18,48,33,617,0,0,0,3,0
23,45517,17,17,31,397,1,0,5,1,0
35,98653,8,16,22,356,0,1,2,2,0
68,42250,15,13,34,406,0,0,5,3,0
22,104486,12,52,36,387,1,0,3,1,0
64,102895,9,53,36,670,1,1,3,1,0
42,109132,19,57,32,674,0,1,4,2,1
19,111066,13,60,24,351,0,1,3,2,0
27,86798,11,44,36,340,1,1,2,1,1
47,74199,18,28,39,390,1,0,5,2,1
67,143823,6,76,20,338,1,1,1,2,1
62,79546,14,37,37,312,0,1,5,3,0
22,148180,15,27,39,403,1,1,3,2,1
50,125686,7,58,33,342,1,1,5,1,1
18,108151,9,57,18,508,0,1,0,2,1
35,23327,3,53,26,775,0,1,5,3,0
49,140318,18,53,8,408,1,0,2,2,1
64,49768,18,64,4,513,1,0,0,3,0
66,84418,14,69,4,708,1,0,4,2,0
28,114386,13,36,24,376,0,0,4,2,1
38,136947,0,25,25,394,1,1,5,1,1
43,62788,15,22,18,568,0,1,1,1,0
42,135945,9,64,29,660,1,1,2,2,1
39,102384,18,17,35,829,0,0,1,2,1
44,66830,2,28,15,461,1,1,0,3,1
66,72446,4,34,6,764,1,1,1,3,0
30,125078,8,6,17,847,1,1,0,1,1
50,35160,17,29,20,486,0,1,1,2,0
51,76583,10,54,30,351,0,0,4,2,0
58,53998,15,18,0,787,0,1,2,3,0
52,47230,1,10,2,830,0,1,1,2,0
18,29076,11,34,30,695,1,1,5,2,0
38,89341,5,34,24,391,0,0,0,2,0
65,51085,10,42,7,656,0,1,5,3,0
23,75571,7,62,0,443,1,1,2,3,0
45,34715,11,45,6,498,0,1,5,3,0
34,148308,1,61,6,622,1,1,4,2,1
22,25750,8,40,7,631,0,1,4,3,0
48,133931,14,68,18,563,0,1,3,1,1
22,98768,1,20,16,516,1,1,2,1,0
55,138544,0,76,10,733,1,0,1,3,1
20,55903,9,18,10,759,1,0,4,3,0
40,92489,1,35,37,802,1,1,1,2,0
54,52093,11,70,1,768,0,1,1,3,0
54,111036,7,72,3,665,0,0,0,3,1
27,107954,4,69,27,538,1,0,5,1,1
27,139277,0,59,32,695,1,0,1,1,1
36,54314,14,44,10,694,0,0,3,1,0
34,68225,5,29,2,374,1,1,2,1,0
38,107985,11,29,39,397,0,1,2,3,1
31,103014,7,7,4,682,1,1,0,1,0
26,55179,12,73,20,669,1,1,3,2,1
63,137305,18,30,21,584,1,1,5,2,1
18,132417,0,44,36,555,1,0,3,3,1
68,45338,10,42,10,608,0,0,2,2,0
62,112435,19,42,21,475,1,0,3,1,1
30,89681,0,72,12,527,0,0,5,1,0
21,52101,7,11,2,646,1,0,4,2,0
18,22775,4,34,12,641,1,1,1,3,0
66,131497,16,23,27,538,0,0,1,1,1
57,117183,7,39,10,649,1,0,2,1,1
49,65619,9,37,10,754,0,1,2,2,0
51,65838,1,37,20,740,1,1,5,3,1
45,141316,8,42,20,814,0,1,3,3,1
48,39539,2,14,6,380,1,1,5,2,0
25,122274,17,61,16,660,1,1,0,1,1
56,77124,6,32,13,587,1,0,2,2,1
43,85149,14,42,32,307,1,1,2,2,1
51,46616,19,20,10,386,1,1,2,2,0
20,99655,17,25,12,585,0,0,5,1,0
67,110695,2,10,0,698,0,0,5,1,0
29,74567,13,45,33,373,0,1,3,2,1
18,57099,1,19,8,738,1,1,4,3,0
61,95831,13,7,12,422,1,0,2,2,0
22,120246,10,47,36,676,1,1,4,1,1
47,81799,15,51,29,442,0,1,5,3,0
47,140714,7,18,36,457,0,1,3,3,1
34,110221,6,70,6,729,0,1,5,1,1
65,134879,10,33,13,747,1,1,0,1,1
64,45479,2,8,5,709,1,0,1,2,0
40,66172,16,30,33,670,0,0,1,1,0
32,119165,13,16,15,408,0,1,5,3,0
54,75863,5,6,36,335,0,1,1,2,1
38,62043,7,21,35,389,0,0,1,2,0
31,102569,4,39,5,714,1,0,3,3,0
19,122438,7,14,7,595,0,0,1,1,0
28,130107,1,47,23,345,1,1,3,2,1
68,35408,14,25,2,787,1,0,0,3,0
56,142275,11,19,3,469,1,1,2,3,1
55,77980,16,39,31,445,1,1,2,3,0
51,102956,0,64,0,719,1,1,2,1,0
55,36351,14,48,33,302,1,1,3,1,0
67,24131,13,9,8,562,0,1,3,1,0
51,136836,19,77,11,620,0,0,3,1,1
35,64825,15,22,9,545,0,0,0,3,0
47,31349,8,25,9,776,0,0,4,2,0
32,80931,0,76,22,558,1,0,3,3,1
44,64254,16,78,5,392,0,1,3,2,0
68,58225,12,55,23,832,1,0,2,2,0
51,124383,4,45,23,638,0,0,5,2,0
69,32453,9,28,20,559,0,0,1,1,0
55,38814,5,28,30,536,1,0,1,3,0
50,38263,18,42,29,440,1,0,0,2,0
41,97694,12,48,33,779,0,0,1,3,1
32,35735,0,61,17,649,0,1,4,1,1
47,35830,19,63,11,429,1,1,2,2,0
59,67893,14,38,34,836,1,0,0,1,0
68,64673,13,79,6,310,1,1,1,1,0
34,147006,7,27,39,556,1,1,1,3,1
22,109462,9,47,24,668,1,1,5,2,1
46,65066,8,44,5,693,1,1,2,1,1
21,120315,16,51,0,718,1,1,0,3,0
27,23373,8,45,15,318,1,0,2,2,0
34,30335,2,51,3,409,1,1,0,2,0
27,43741,10,24,28,736,1,1,1,1,0
34,30692,11,69,37,804,0,0,2,1,0
37,67295,9,72,27,333,1,1,2,1,1
41,65541,16,28,21,587,1,1,4,1,0
22,54057,16,40,7,554,0,0,5,2,0
51,86983,10,49,31,433,1,1,2,1,0
23,39583,3,6,32,798,0,0,0,1,0
19,42765,6,32,12,696,1,1,4,1,1
30,79287,13,30,26,786,0,1,2,2,0
60,43906,6,27,17,512,1,0,2,3,1
60,140747,7,40,17,649,0,1,4,3,1
65,105103,0,10,12,318,0,0,1,2,0
28,99675,3,39,21,418,1,1,2,3,1
68,66525,11,42,13,601,1,1,3,2,1
64,58230,2,39,10,584,0,1,5,1,0
40,137904,12,78,38,526,0,1,1,3,1
33,39520,19,57,21,806,0,0,2,2,0
48,105238,5,42,35,800,1,1,1,2,1
28,71934,10,63,16,511,0,1,0,1,0
33,45566,3,47,31,655,0,0,1,2,1
25,93193,19,8,13,786,0,0,4,3,0
21,123224,15,9,28,620,0,0,2,1,1
57,50134,6,72,5,522,1,1,1,2,0
21,30345,10,49,3,490,1,0,3,1,1
42,141012,0,29,10,799,0,0,0,2,1
20,141015,6,15,39,794,1,0,0,3,0
49,61185,11,33,9,536,1,0,1,3,0
20,135464,6,38,27,321,0,1,4,1,1
44,112949,6,18,10,626,0,1,0,2,1
46,90744,9,28,34,844,1,1,1,1,1
49,53455,15,63,14,426,1,0,1,1,0
67,135217,7,43,7,664,0,0,0,3,1
68,48018,8,30,19,343,0,0,1,1,0
36,74219,8,47,20,818,0,1,1,2,0
38,65991,1,40,0,427,0,0,5,3,0
22,93616,12,43,28,429,0,0,3,2,1
35,107438,12,65,23,828,1,1,1,1,1
45,136841,3,20,29,620,0,1,5,3,1
59,29486,11,63,39,485,0,1,5,2,0
39,58862,16,10,34,647,0,1,1,2,0
38,141662,1,60,32,780,0,1,4,1,1
23,78870,12,12,19,660,1,0,0,2,0
18,106694,17,31,15,586,1,0,5,1,0
22,125996,14,75,8,481,1,0,5,1,1
58,63856,7,31,30,750,1,1,4,1,0
29,121407,14,50,16,396,1,1,2,1,1
43,120744,0,45,30,613,1,1,4,3,1
63,106055,19,29,22,845,0,1,2,2,1
51,51379,9,22,5,320,0,0,2,2,0
66,84729,11,16,29,796,0,0,4,3,0
31,48378,4,55,6,702,1,0,3,1,0
43,125428,8,43,39,423,1,0,4,1,1
62,74353,7,14,10,418,1,0,5,1,1
44,69996,15,78,33,776,0,0,0,1,0
26,34031,13,58,11,402,1,0,4,3,0
43,100072,12,33,26,632,0,0,3,2,1
64,85982,12,45,11,758,1,1,4,1,0
39,56683,4,13,12,429,0,0,3,1,0
64,134091,15,67,7,433,1,0,0,1,1
47,137797,10,41,15,456,0,1,1,2,1
60,37618,4,18,28,724,0,1,3,2,0
65,26587,12,77,34,734,1,0,3,3,0
34,82790,10,76,28,688,1,0,5,2,1
43,51480,18,43,30,617,0,1,3,2,0
53,118530,2,44,12,804,1,1,0,1,1
18,40527,14,58,11,489,1,1,2,2,0
25,43569,6,7,1,710,0,0,3,1,0
66,31151,6,59,32,351,0,1,0,3,0
52,91094,5,37,7,745,0,0,5,1,0
69,79174,2,75,39,743,1,1,5,3,1
32,64739,12,23,31,681,0,0,1,2,0
64,52954,6,38,37,673,1,1,3,3,0
39,132984,4,54,27,674,1,0,2,1,1
31,132863,17,51,14,688,0,1,0,2,1
43,129373,7,50,22,778,1,1,1,2,1
45,55303,16,60,23,703,1,0,2,1,0
40,54700,19,61,12,767,0,0,1,2,0
31,113036,0,55,20,804,0,0,2,1,1
41,143728,13,58,11,382,1,1,4,3,1
19,87568,16,32,12,618,0,1,4,3,0
62,86788,9,23,38,366,0,1,4,2,0
43,91045,11,31,22,713,1,1,1,1,1
31,57842,15,52,27,752,0,1,4,1,1
68,33900,13,23,13,497,0,0,0,3,0
24,147992,15,55,16,558,1,0,0,1,1
20,100059,7,11,23,597,1,1,4,2,1
64,21881,9,33,33,579,1,1,2,2,0
40,53037,16,47,21,599,0,0,2,3,0
63,21630,17,73,9,428,0,1,1,1,0
60,40789,19,62,7,797,1,0,2,2,0
64,146083,15,12,20,737,0,0,3,2,0
62,108059,16,46,36,591,0,0,2,2,1
35,103494,15,46,6,506,0,0,0,1,1
55,66151,18,17,25,593,0,0,5,3,0
52,68920,7,30,12,328,1,1,2,3,1
68,129388,5,22,15,478,1,0,1,2,1
32,87231,5,46,29,340,0,1,2,3,0
42,137946,8,55,30,769,0,0,1,2,0
54,100357,3,20,4,491,0,1,3,2,1
45,23262,11,7,31,643,1,0,4,1,0
27,86981,11,49,15,577,1,1,3,2,0
56,140951,16,26,8,654,1,1,0,2,0
34,143099,14,27,21,828,1,0,5,1,1
56,101972,8,63,39,385,1,0,3,1,1
39,95485,6,66,36,616,0,0,3,3,0
43,74722,9,72,13,636,0,1,0,1,0
61,109499,15,58,15,444,1,0,0,2,1
42,70818,11,61,19,614,1,0,4,1,0
34,49932,6,27,14,524,0,1,4,1,0
30,26901,17,64,25,722,1,0,2,3,0
37,137473,14,77,8,353,0,0,1,1,1
42,119023,5,59,0,367,1,1,0,2,1
21,28597,11,67,34,633,0,0,3,2,0
27,149631,10,60,19,376,1,1,3,2,1
20,83909,19,59,5,838,0,0,4,1,0
58,92391,2,29,9,454,0,1,1,1,1
62,104214,1,30,32,371,1,1,0,2,1
35,28263,5,53,15,800,1,0,4,1,0
64,83293,4,67,35,746,1,1,1,3,0
53,132824,17,49,5,658,1,0,0,3,1
64,144933,15,77,18,576,1,1,3,3,1
39,45805,7,43,30,612,0,1,3,3,0
51,111679,19,69,1,404,1,0,4,2,0
64,31874,10,73,17,394,1,0,1,1,0
25,113065,9,60,27,518,1,0,3,3,0
57,106402,11,13,3,427,1,1,1,2,1
66,34079,5,74,0,499,0,0,4,3,0
61,69850,19,32,15,631,1,1,2,1,0
36,92779,4,49,1,846,1,1,1,3,1
59,115408,8,30,35,591,1,0,5,3,0
58,29018,15,32,0,365,1,1,1,3,0
54,140606,13,44,38,703,0,0,4,3,1
23,69500,7,19,22,445,0,1,5,1,0
69,140062,19,10,25,829,0,0,2,2,1
43,32100,18,31,10,701,0,1,3,3,0
51,77021,13,42,0,424,0,1,0,2,0
62,134995,6,72,10,813,1,0,4,1,1
23,39800,4,79,23,631,0,1,0,1,0
54,148126,17,68,9,779,0,1,2,3,1
50,83400,1,34,13,697,1,1,5,2,0
39,112446,10,7,13,329,0,1,2,3,1
38,49437,7,66,6,355,0,1,1,1,0
23,123124,0,16,22,431,0,0,0,3,1
23,96537,11,34,21,530,0,0,0,3,0
65,66675,1,42,35,694,1,1,2,2,0
21,39942,17,64,26,451,0,0,5,1,0
47,40862,6,42,1,801,0,0,0,3,0
28,31669,16,19,38,805,0,1,3,3,0
47,141219,13,22,18,685,0,0,2,3,1
48,73772,6,56,6,832,0,1,1,2,0
41,35916,2,33,11,747,1,0,1,1,0
26,30878,5,64,2,425,0,1,1,3,0
20,22985,19,25,4,788,0,1,0,3,0
68,117905,1,21,7,745,1,1,2,3,1
48,93648,16,22,13,769,1,1,1,1,0
57,61235,11,61,35,648,0,0,2,2,1
54,38931,11,41,6,807,1,0,0,2,0
53,112876,16,64,6,756,0,1,3,3,1
41,20336,9,42,31,684,0,0,3,3,0
48,62933,2,16,7,747,0,1,3,2,0
23,104899,19,79,11,414,0,1,0,2,0
19,65536,17,77,9,751,1,0,1,2,0
37,89504,12,5,13,418,1,1,0,3,1
45,119214,11,62,8,392,1,1,2,3,1
28,71148,16,7,37,820,1,0,3,2,0
21,133936,3,67,29,837,0,1,2,2,1
32,36279,9,25,4,732,0,1,0,1,0
23,88665,10,27,0,444,0,0,4,3,0
66,123751,5,13,0,367,1,0,4,1,0
47,124433,5,59,19,430,0,1,0,2,0
55,91386,8,23,10,580,0,0,1,3,0
68,106124,14,66,25,812,0,0,5,3,0
19,125750,1,43,2,300,1,0,2,1,1
32,97485,3,31,5,731,1,0,0,1,1
28,94055,4,50,10,690,1,0,0,1,0
25,111911,16,38,7,565,1,0,4,1,1
43,118618,7,37,28,698,0,1,3,3,0
68,97273,7,54,9,555,0,1,3,2,0
62,86670,11,24,33,694,0,0,5,2,0
61,96474,7,44,23,473,0,0,1,2,0
22,74028,18,62,16,344,1,0,1,1,0
23,110022,2,35,31,440,0,1,5,2,0
43,133892,17,42,10,838,0,1,1,1,0
21,111632,18,49,33,349,1,1,4,1,1
36,126651,18,45,23,360,0,1,0,2,0
37,91128,14,13,4,542,0,0,1,2,0
50,38108,5,13,28,568,1,0,4,2,0
37,72495,15,67,33,439,1,0,2,3,1
66,102806,7,26,15,456,0,0,0,1,1
29,113185,15,20,24,575,0,0,5,3,1
64,96533,17,36,36,330,0,1,2,2,1
18,119025,19,70,7,307,0,0,3,3,0
43,76830,15,18,28,332,0,1,3,3,0
31,94640,10,42,24,751,1,0,0,2,0
55,72509,6,12,22,748,0,0,1,2,0
54,86406,16,25,33,336,0,1,0,1,0
28,114220,16,60,2,333,0,1,1,1,1
53,59519,11,50,29,754,0,0,5,3,0
30,69649,12,47,33,743,0,1,3,2,0
60,54524,9,50,31,536,0,1,0,1,0
20,116493,6,52,28,511,0,1,0,1,1
50,53885,13,74,8,439,0,0,5,3,0
23,64369,0,35,1,660,0,0,1,3,0
67,121132,16,37,38,603,1,0,3,3,1
27,115402,3,48,6,595,1,1,3,2,1
22,50676,4,75,4,451,0,1,1,1,0
40,84093,19,12,7,522,0,0,5,1,0
27,67764,6,77,31,495,0,0,1,1,0
61,70799,9,6,17,598,0,1,5,3,0
19,99414,16,21,37,828,0,0,1,2,1
30,125296,6,56,17,787,0,0,3,3,0
57,113095,0,49,15,510,1,1,3,3,1
19,132082,6,41,20,531,0,1,0,2,1
37,92307,10,46,9,666,1,0,5,2,0
18,102062,8,48,3,780,1,1,3,3,1
54,115432,11,42,7,478,1,1,5,2,1
26,51923,2,10,18,783,1,0,5,3,0
34,137449,3,72,39,794,1,1,2,1,1
26,121739,3,55,39,846,1,1,2,2,1
28,124926,12,39,8,315,1,0,1,1,1
32,98388,18,62,29,765,1,1,5,2,1
41,67574,9,61,16,701,1,1,1,3,0
55,63391,4,77,39,593,0,0,1,3,0
52,148691,6,10,14,470,0,1,0,3,1
47,141757,15,17,3,331,1,0,2,3,0
48,73664,0,63,5,562,1,0,2,3,0
66,87384,11,34,15,514,1,1,3,3,1
22,51027,1,6,25,488,0,0,2,2,0
61,55464,6,62,36,560,0,0,3,2,0
67,54485,10,40,22,481,1,1,5,1,0
31,148366,12,76,12,804,1,0,0,2,1
28,39456,1,49,16,641,1,0,1,2,0
26,94795,6,13,26,321,1,1,1,1,0
51,55554,14,69,21,373,1,0,5,1,0
29,66922,10,54,36,465,1,0,3,3,0
52,33409,1,36,18,533,0,1,4,1,0
52,89327,6,47,38,674,0,1,5,1,0
18,111400,3,58,34,732,0,0,3,2,0
57,56639,10,51,12,633,1,0,5,3,0
39,120110,1,18,13,839,1,0,0,1,1
46,83627,15,52,30,334,0,1,5,3,0
25,103424,6,59,1,743,0,0,5,3,0
28,39692,12,33,38,530,1,1,2,1,0
58,109037,4,51,36,617,0,0,3,1,1
54,98840,16,67,13,642,0,0,0,1,1
31,74200,11,23,8,729,0,1,1,1,0
47,113063,18,13,9,765,0,0,4,3,0
52,77415,6,41,6,378,1,1,4,2,0
38,38074,5,56,27,748,1,1,3,3,0
54,35549,7,61,24,581,1,0,5,3,0
22,49963,12,32,27,356,1,0,2,3,0
36,111456,4,40,1,490,0,1,5,1,0
31,116362,1,68,16,762,0,1,3,1,1
43,121607,8,22,3,341,0,1,4,2,0
21,72265,10,39,12,785,1,0,4,2,1
42,36061,5,72,17,472,1,0,5,2,0
62,78226,6,43,2,549,1,0,5,3,1
59,48810,6,12,36,809,1,0,5,2,1
42,80006,18,19,32,801,0,1,1,3,0
35,142538,5,11,23,492,1,1,2,1,1
57,133502,10,21,7,464,0,1,2,3,1
25,42800,10,68,34,389,0,0,4,1,0
56,136192,6,16,1,357,0,0,4,1,1
57,128959,1,60,32,562,1,0,3,2,0
31,145433,18,50,11,542,1,1,3,1,1
49,127228,3,51,21,518,0,1,1,2,1
68,95476,5,20,12,308,0,1,4,2,0
55,89460,16,73,9,729,1,1,3,2,0
50,77767,4,6,16,312,1,0,1,3,1
40,48054,6,58,4,524,1,0,2,2,0
32,95319,8,31,8,366,1,0,4,2,1
50,122789,0,35,12,802,0,1,0,1,1
42,65397,0,45,22,483,0,1,4,3,0
34,33233,18,40,29,507,0,1,3,2,0
50,131205,5,51,3,827,0,1,4,2,1
64,110020,17,47,20,599,0,0,0,2,1
19,45068,9,69,8,540,0,0,4,1,0
31,85727,10,54,6,754,1,1,3,1,0
57,110610,0,5,15,829,0,0,2,1,0
57,90453,0,76,22,543,1,1,3,2,1
68,124135,12,61,22,537,1,1,1,2,0
56,45832,4,20,30,545,0,1,3,2,0
68,128464,19,32,4,644,1,1,1,2,1
23,106242,0,26,5,783,0,1,4,2,0
23,33682,19,45,0,609,0,0,1,1,0
20,112298,2,23,27,583,1,0,5,2,1
24,43383,17,54,17,337,1,0,4,3,0
68,78160,8,63,23,331,1,0,1,2,1
25,113332,13,73,12,542,1,0,3,1,1
59,43666,16,38,32,591,1,0,0,2,0
69,78817,13,43,9,591,1,1,4,3,0
32,111198,3,78,6,681,1,1,1,2,0
64,130695,4,11,36,437,1,0,0,3,0
46,54642,16,56,31,499,1,1,1,3,1
50,61830,1,64,21,634,0,1,1,1,0
69,123067,4,56,15,746,0,1,1,3,0
47,30234,3,28,23,647,1,0,3,2,0
56,77616,3,30,13,577,1,0,1,3,0
44,29221,5,14,10,831,1,0,0,2,0
53,31410,19,21,18,698,0,1,5,2,0
46,100055,12,6,22,690,0,0,1,2,0
55,81413,4,31,33,309,1,0,5,2,0
50,21051,6,77,39,848,1,0,2,1,0
54,130529,19,75,12,358,1,1,4,2,1
